":0",":1",":2"
1.0, 0.3, 0
0.954268585863942, 0.2825453845944093, 0
1.0, 0.2500000000188625, 0
0.9576952044024438, 0.22495740652168142, 0
1.0, 0.19999896966914293, 0
0.9166666662456743, 0.2499999996032265, 0
0.9592997487809094, 0.17049333026774124, 0
0.9159360566174962, 0.1967064498686035, 0
0.8790647471592651, 0.2174546151836989, 0
1.0, 0.14999807926572248, 0
0.9100596518978842, 0.14108631014506057, 0
0.8728155670887618, 0.17137251281744692, 0
0.8333333339983802, 0.2, 0
0.9544593069919771, 0.12341140347737571, 0
1.0, 0.09999709512660208, 0
0.9058359185079291, 0.09536085645773996, 0
0.9528183990682491, 0.07470095522539147, 0
1.0, 0.0499956008838033, 0
0.8633589951457452, 0.12102454858594763, 0
0.8235755297924332, 0.15053006905920374, 0
0.7845259849267124, 0.17429124694810738, 0
0.7876019181822315, 0.2174546161318428, 0
0.907160026975936, 0.04869591388917056, 0
0.858739385926284, 0.06757240793797985, 0
0.8176354053005064, 0.10299520060307667, 0
0.7790236886462371, 0.130699819067677, 0
0.7406676511145944, 0.14845699007393276, 0
0.7439016999763508, 0.19972441191857598, 0
0.750000000429317, 0.2499999995953809, 0
0.9542800027442502, 0.032549058247018016, 0
0.8722345120649659, 0.02045492632373778, 0
0.9166869746466035, 1.4639256818744371e-05, 0
0.809342340350481, 0.05263673345324725, 0
0.8423476662407728, 0.03610449785728703, 0
0.7725779818845905, 0.08736970323916808, 0
0.744136601215466, 0.11185236729801872, 0
0.7034000459287465, 0.12036883641308929, 0
0.7054593101637787, 0.17444217551698157, 0
0.7079475780406002, 0.22759807956956285, 0
0.7123980827515511, 0.2825453832000469, 0
0.8790986785185556, -0.032525547995035764, 0
0.8298742429055056, 0.0013901903327636891, 0
0.7872405477964154, 0.013816895719940813, 0
0.7592672230203988, 0.04770924117877407, 0
0.7263387188671747, 0.07989269070738719, 0
0.6893984491574134, 0.07852526869603085, 0
0.6602329424866402, 0.1028829434446664, 0
0.6646671251218982, 0.1518544051558538, 0
0.6677731097892274, 0.20336351143812242, 0
0.668153209910224, 0.25551316533325236, 0
0.6666666671430196, 0.3, 0
0.8333889093387382, -0.050004393042918927, 0
0.7876583878900976, -0.03259021264048648, 0
0.7500605800292482, -6.158688768586709e-05, 0
0.7124770320106607, 0.032484381972429435, 0
0.6667778162410124, 0.04999551212589175, 0
0.6131139386026776, 0.080133662838124, 0
0.6181009860950496, 0.12898017230698597, 0
0.6272648144231097, 0.1796910108470463, 0
0.625437431932205, 0.22891565467921351, 0
0.6209352537546264, 0.2825453854701796, 0
0.6210370903752507, 0.03261371500639592, 0
0.5741651603313648, 0.04876606717059425, 0
0.5725188323683843, 0.09978580992412443, 0
0.5719623855735942, 0.1516322832103251, 0
