"f",":0",":1",":2"
0.0,1.0,0.009924694647550658,0
0.0,1.0,0.02993283353264245,0
0.0,0.9855626833598463,0.024184482587491944,0
0.0,0.9803250564721188,0.009620591461135291,0
0.0,0.9814672926547656,0.040919681547726225,0
0.0,0.9697232125569548,0.02620492309063479,0
0.0,0.9606678957941811,0.008727839909649338,0
0.0,1.0,0.04994073278413451,0
0.0,0.9595138119819295,0.04129029405324698,0
0.0,0.9682649172930666,0.05497552126991852,0
0.0,0.9832149378875974,0.06087213698402768,0
0.0,1.0,0.06994850081360807,0
0.0,0.9495123983374231,0.025112525622534635,0
0.0,0.941041879202013,0.0073032867712326185,0
0.0,0.9486388185638256,0.05953430020803528,0
0.0,0.9662025335863946,0.07085451584872407,0
0.0,0.9827807609001065,0.08009151344143017,0
0.0,1.0,0.08995615796884247,0
0.0,0.9379575954811064,0.04144736938044461,0
0.0,0.9295451207168934,0.023399017182032262,0
0.0,0.9214527401833154,0.005436060687508366,0
0.0,0.9488849204682159,0.07978980551359223,0
0.0,0.9654308331912957,0.08986390626621721,0
0.0,0.9826795533638104,0.09995993400045011,0
0.0,1.0,0.10996371003211226,0
0.0,0.9271152575085281,0.05624204396890051,0
0.0,0.9179686117540298,0.03903703685254058,0
0.0,0.9097734495844771,0.02128038233659756,0
0.0,0.9018974027549767,0.00324055652074957,0
0.0,0.9349850769234236,0.07111675853457011,0
0.0,0.9302322849796343,0.08899475215498323,0
0.0,0.9486632811371932,0.09928048304835635,0
0.0,0.9657892069974175,0.10940940215921291,0
0.0,0.9826795211861404,0.11996744177025379,0
0.0,1.0,0.12997117350837586,0
0.0,0.9081543578622117,0.05476281327243082,0
0.0,0.9179703628562628,0.0714986873328418,0
0.0,0.8980883822217888,0.03678857120352979,0
0.0,0.8902145157206457,0.01903380419035215,0
0.0,0.8823648960821449,0.0008486853332903847,0
0.0,0.9340997832283123,0.10695611330960415,0
0.0,0.948388832426284,0.12050598838673537,0
0.0,0.9671357654619054,0.1258999639051074,0
0.0,0.9797723152258544,0.13982244337532151,0
0.0,1.0,0.14997853731688027,0
0.0,0.9090988258199706,0.08722718646968113,0
0.0,0.9180061119245677,0.10457268501442371,0
0.0,0.8982363829557687,0.07064860705164555,0
0.0,0.8881586970266513,0.052683249221697766,0
0.0,0.8787586016425832,0.03495899929820267,0
0.0,0.8710183114693851,0.016625713917095924,0
0.0,0.8628390185649508,-0.0015977404783148557,0
0.0,0.9275337038045297,0.12205155147695486,0
0.0,0.9083399824593088,0.1212528386578991,0
0.0,0.8987935081078143,0.10376013340914235,0
0.0,0.8891111214848245,0.08659862190661123,0
0.0,0.8794003295381262,0.07056632996529258,0
0.0,0.8690906368587201,0.05180556982171626,0
0.0,0.8595114615565889,0.03369080356715591,0
0.0,0.851784029541955,0.015789533256461662,0
0.0,0.8433020576887856,-0.0039542406679299825,0
0.0,0.9581413799816941,0.1393816450234055,0
0.0,0.9670157703242473,0.15348767869669513,0
0.0,0.982679470380223,0.159982169533445,0
0.0,1.0,0.16998580175009492,0
0.0,0.9379597391345235,0.13912201224686904,0
0.0,0.9179709823169695,0.13875388464786312,0
0.0,0.8983299220213241,0.13817737651198783,0
0.0,0.8891141375456332,0.12085793585812643,0
0.0,0.8788061729190783,0.10358295490394213,0
0.0,0.8691238075252429,0.08635422075702329,0
0.0,0.8593637439727411,0.06832821597892717,0
0.0,0.8493509686437789,0.05060582982160937,0
0.0,0.8404119122671048,0.032817278499421065,0
0.0,0.831749668226232,0.012864890357361042,0
0.0,0.8237387916589684,-0.0060807519442437575,0
0.0,0.9485257123728468,0.158501335730961,0
0.0,0.9653589409999889,0.1699859988636446,0
0.0,0.9831730342068626,0.17913420310415357,0
0.0,1.0,0.1899929799846626,0
0.0,0.9272487034090443,0.1558766598891856,0
0.0,0.908089375013269,0.154896411574999,0
0.0,0.9155299830449335,0.17382775171835113,0
0.0,0.9348317920546185,0.1714136120384078,0
0.0,0.9500133797495103,0.17939621250340798,0
0.0,0.9678977866255114,0.19117404245394293,0
0.0,0.9854716707783308,0.19515856237659296,0
0.0,1.0,0.21,0
0.0,0.8893273420441925,0.15517663279347085,0
0.0,0.8798429397812454,0.13898724565110207,0
0.0,0.8697969436033972,0.12183286655810828,0
0.0,0.8588557684807204,0.10424154473904292,0
0.0,0.8491366446667065,0.08570640023737608,0
0.0,0.8394320361801774,0.06797050770242685,0
0.0,0.8297640950658774,0.05036902360060919,0
0.0,0.8200874338002988,0.03285191550659087,0
0.0,0.8121647112016174,0.013016958884130497,0
0.0,0.8041400189817278,-0.007848947597425717,0
0.0,0.8979000861576053,0.1684957109583684,0
0.0,0.8951928010277592,0.18565950036385184,0
0.0,0.9133705563874451,0.19155479758622626,0
0.0,0.9328412224652648,0.18946617188259515,0
0.0,0.9509069261788302,0.19540295583396158,0
0.0,0.9606540458959356,0.2088023656315051,0
0.0,0.980318106281572,0.2096956954311213,0
0.0,0.8714856022508576,0.15793733992941836,0
0.0,0.861003769159914,0.13994134004121134,0
0.0,0.849318876375505,0.12256877570851482,0
0.0,0.8388957787605157,0.10434539048979408,0
0.0,0.8291238547793651,0.08515132639574885,0
0.0,0.8194418153367264,0.06753820768563358,0
0.0,0.8097657654202813,0.050003706218824995,0
0.0,0.8007619597006079,0.031649121558958916,0
0.0,0.7928148538396155,0.01058905374952638,0
0.0,0.7845048506097672,-0.009149932524992823,0
0.0,0.8813609709237863,0.17291829174924736,0
0.0,0.8823244412923026,0.2009191174150899,0
