"f_42-4",":0",":1",":2"
1.0341,-1.126,-0.73143,0
1.0391,1.1428,-0.79299,0
1.038,1.3799,-0.051913,0
1.0168,-0.76175,-0.8859,0
1.0347,-1.3006,0.35114,0
1.0401,1.2911,0.54337,0
1.0364,-0.6272,-1.2108,0
1.0271,-0.54812,-1.1456,0
1.0267,-0.45403,-1.1825,0
1.0356,-0.43793,-1.2832,0
1.0362,0.35035,-1.3169,0
1.0389,-1.249,0.61034,0
1.0363,1.3281,-0.31112,0
1.0359,-0.91985,-1.0001,0
1.0391,-0.14617,1.3821,0
1.0302,1.0904,0.71164,0
1.0351,1.1969,-0.6283,0
1.0355,-0.39482,1.2941,0
1.0321,-0.47276,1.2319,0
1.0387,-0.5656,1.265,0
1.0365,-0.64541,1.2024,0
1.0364,0.016849,-1.3646,0
1.0366,0.59719,-1.2286,0
1.0353,-1.3498,0.09259,0
1.0378,-0.72048,-1.1744,0
1.0273,-0.94011,0.85903,0
1.0608,-1.3853,-0.82144,0
1.0671,-1.4782,-0.78502,0
1.0706,-1.4633,-0.88361,0
1.0768,-1.5559,-0.84716,0
1.0737,-1.5708,-0.74856,0
1.082,-1.5549,-0.95516,0
1.0746,-1.4484,-0.98221,0
1.085,-1.6264,-0.89298,0
1.0618,1.4064,-0.80364,0
1.0681,1.4213,-0.90223,0
1.0604,0.12946,-1.6013,0
1.063,-0.76596,1.4396,0
1.0594,-1.2777,-0.95649,0
1.0602,1.4695,-0.64287,0
1.0613,-0.51743,1.5277,0
1.0627,-0.76894,-1.4343,0
1.0707,-0.75407,-1.5329,0
1.0799,-0.83276,-1.5981,0
1.0782,-0.73646,-1.6258,0
1.0621,1.4319,0.7632,0
1.0626,-0.041411,-1.6274,0
1.0812,-0.9248,-1.5628,0
1.0902,-1,-1.6259,0
1.0594,1.2165,1.0332,0
1.0588,-1.5006,0.52246,0
1.0605,-1.0775,1.1912,0
1.0694,-1.1703,1.2277,0
1.0771,-1.1821,1.3224,0
1.0784,-1.2632,1.2641,0
1.0706,-1.2483,1.1655,0
1.0797,-1.3411,1.2019,0
1.0723,-1.3262,1.1033,0
1.0816,-1.4191,1.1397,0
1.063,-1.2334,1.0669,0
1.0604,-0.0051208,1.6049,0
1.0595,1.5807,-0.22272,0
1.0591,-0.96945,-1.2629,0
1.0598,-1.17,-1.0915,0
1.0592,-0.34669,1.5534,0
1.0574,1.0159,1.2046,0
1.0584,0.549,-1.4876,0
1.0605,1.5325,-0.48199,0
1.057,-1.5489,0.26309,0
1.0602,0.30029,-1.5756,0
1.0628,1.6289,0.03665,0
1.0598,0.81541,1.376,0
1.061,0.79771,-1.3997,0
1.0596,-1.5971,0.0037272,0
1.0811,0.83899,-1.6099,0
1.0778,0.90542,-1.5347,0
1.0781,-1.7827,0.076575,0
1.0762,-1.7656,-0.024796,0
1.0614,1.5984,0.23231,0
1.0695,1.6856,0.19767,0
1.0591,0.9536,-1.2754,0
1.0676,1.0464,-1.3117,0
1.0679,1.1244,-1.2495,0
1.076,1.1386,-1.3464,0
1.0759,1.0588,-1.4085,0
1.0765,1.2135,-1.2862,0
1.0687,1.2017,-1.1874,0
1.0775,1.2916,-1.2225,0
1.0842,1.2251,-1.3818,0
1.0578,-1.5676,-0.1935,0
1.0663,-1.6453,-0.25564,0
1.0666,-1.6305,-0.35423,0
1.0749,-1.7229,-0.3183,0
1.0749,-1.7381,-0.2192,0
1.0752,-1.7053,-0.41603,0
1.0675,-1.6151,-0.45276,0
1.0763,-1.6895,-0.51505,0
1.0831,-1.7965,-0.37609,0
1.0811,1.8145,-0.036164,0
1.0799,1.8005,0.071985,0
1.0867,1.8672,0.14069,0
1.0578,0.62984,1.4489,0
1.0663,0.61486,1.5474,0
1.0665,0.52204,1.5838,0
1.0746,0.6,1.6436,0
1.0747,0.69256,1.6075,0
1.0753,0.50687,1.6818,0
1.0619,-0.49022,-1.5436,0
1.0701,-0.56809,-1.605,0
1.0617,1.5831,0.33239,0
1.0767,-1.1034,1.3836,0
1.085,-1.1932,1.4204,0
1.0807,1.069,1.4616,0
1.0583,0.4441,1.5216,0
1.0597,1.1094,-1.151,0
1.064,1.5534,0.53071,0
1.0643,-0.30483,-1.6165,0
1.0585,-1.5376,-0.39064,0
1.0613,0.2585,1.5945,0
1.0641,-1.493,-0.68642,0
1.0652,1.3433,-0.96441,0
1.0722,1.3582,-1.063,0
1.0612,-1.3745,0.84415,0
1.0524,-1.0627,1.0926,0
1.0343,-0.79686,1.0806,0
1.0675,0.80027,1.4738,0
1.0648,-1.3705,-0.92004,0
1.0688,0.89054,-1.4361,0
1.0674,-1.6747,-0.058906,0
1.0618,-0.6761,-1.4707,0
1.0676,-1.3885,0.94181,0
1.0688,0.33641,1.6566,0
1.0661,0.05091,-1.663,0
1.0656,1.417,0.86179,0
1.0643,-0.097949,1.6413,0
1.0649,-0.43951,1.5898,0
1.061,1.1873,-1.0888,0
1.0643,-1.2625,-1.0554,0
1.0636,-1.5155,0.62107,0
1.065,0.22227,-1.6377,0
1.0651,1.5478,-0.58041,0
1.0691,1.6728,-0.25924,0
1.0597,-1.5227,-0.48923,0
1.0671,1.0939,1.2668,0
1.0681,0.56366,-1.5859,0
1.0667,-1.6416,0.29943,0
1.0687,-1.0472,-1.3245,0
1.0692,1.294,1.0951,0
1.0707,1.7056,0.10349,0
1.0614,-1.1555,1.1291,0
1.0708,-0.47548,-1.6421,0
1.0792,-0.55895,-1.7059,0
1.0806,-0.46933,-1.7483,0
1.0902,-0.46153,-1.8518,0
1.0828,-0.36247,-1.796,0
1.086,-0.64557,-1.7496,0
1.0693,-1.3554,-1.019,0
1.0746,1.4348,-0.99999,0
1.0772,1.5085,-0.93692,0
1.0813,1.4504,-1.0954,0
1.07,-0.66083,-1.5684,0
1.073,-1.603,0.65837,0
1.0666,0.70763,1.5105,0
1.069,-1.6,-0.55141,0
1.0782,-1.6774,-0.61417,0
1.0782,1.7607,-0.29551,0
1.0888,1.8664,-0.32393,0
1.0768,1.1718,1.329,0
1.0772,0.5764,-1.6797,0
1.0678,0.96806,-1.3736,0
1.0665,-1.6602,-0.15712,0
1.0762,-1.7332,0.33572,0
1.0784,-1.129,-1.3865,0
1.0709,-0.53202,1.6258,0
1.0741,-0.11285,1.74,0
1.0754,1.4949,0.92398,0
1.0724,-0.38326,-1.683,0
1.0674,0.42917,1.6201,0
1.0702,0.14369,-1.6992,0
1.0556,-1.2186,0.96839,0
1.0657,1.484,-0.74119,0
1.0702,1.2803,-1.1252,0
1.0806,-0.54802,1.725,0
1.086,-0.64101,1.7518,0
1.0711,-1.5855,-0.65009,0
1.0807,1.3853,1.1677,0
1.0716,1.4992,-0.84005,0
1.0793,1.3731,-1.1589,0
1.0898,1.4784,-1.2,0
1.0766,0.98112,-1.4724,0
1.0847,0.99652,-1.5615,0
1.0753,-1.7521,-0.12003,0
1.0838,-1.841,-0.085497,0
1.0754,0.78555,1.5715,0
1.0836,0.85664,1.6294,0
1.0764,0.41298,1.7185,0
1.0847,0.40065,1.8079,0
1.065,-1.3113,1.0046,0
1.0744,-1.4033,1.0402,0
1.0807,-1.4456,-1.0924,0
1.082,1.5983,-0.87974,0
1.0812,0.14888,-1.8103,0
1.0805,-1.6626,-0.71412,0
1.0893,-1.7724,-0.68184,0
1.0841,-1.5004,1.0757,0
1.017,1.1485,-0.23058,0
1.0351,-0.72083,1.1424,0
1.0444,-0.73644,1.2416,0
1.0524,-0.82888,1.2789,0
1.0615,-0.84379,1.3775,0
1.0705,-0.85801,1.4753,0
1.0797,-0.87355,1.5747,0
1.0087,-1.0816,0.10658,0
1.0879,-0.81375,-1.6995,0
1.0828,-1.6445,-0.80975,0
1.0818,1.5895,0.89082,0
1.083,1.1563,1.4249,0
1.0907,1.9123,-0.058553,0
1.0084,0.97526,0.47274,0
1.0887,1.0569,1.5712,0
1.0831,0.76554,1.668,0
1.0179,0.56617,-1.0339,0
1.0328,-1.3121,-0.20339,0
1.0289,1.2892,-0.017242,0
1.0255,1.1305,-0.54756,0
1.0355,0.1807,-1.3436,0
1.0276,-0.26823,-1.2472,0
1.0908,-1.5061,1.182,0
1.083,-1.8135,-0.27917,0
1.0825,-1.8088,0.27232,0
1.09,-1.8937,0.21862,0
1.0828,0.12923,1.8278,0
1.0354,1.2688,-0.47692,0
1.0851,-1.766,-0.57255,0
1.0176,1.1761,0.020668,0
1.0777,-0.64651,-1.6588,0
1.0268,0.96873,-0.81871,0
1.0911,1.4994,1.1957,0
1.0911,1.3729,1.3391,0
1.0912,-0.18982,1.9092,0
1.0905,1.6047,1.0402,0
1.0911,-2.4538e-09,1.9178,0
1.0891,1.6917,0.85866,0
1.0905,0.19657,-1.9014,0
1.091,-1.3636,1.3473,0
1.0904,-0.8141,1.7283,0
1.0911,1.7066,-0.87491,0
1.0912,-1.7507,0.786,0
1.0911,-1.5571,-1.1195,0
1.0912,-1.819,0.60967,0
1.0906,0.38219,-1.8741,0
1.0908,0.19113,1.9052,0
1.0911,1.6113,-1.0409,0
1.0895,-1.6439,0.95507,0
1.0904,-1.4335,-1.2627,0
1.091,0.65625,1.8014,0
1.0911,-1.8697,0.42675,0
1.0911,0.56528,-1.8326,0
1.0917,-1.0129,1.6363,0
1.0901,0.82852,-1.7182,0
1.0905,0.74036,-1.7629,0
1.0891,-1.2133,-1.4591,0
1.0906,-1.303,-1.4,0
1.0903,1.8957,0.22782,0
1.0835,1.8204,0.26681,0
1.0339,0.75237,-1.1078,0
1.0253,0.82116,-0.94621,0
1.0911,1.8163,-0.61672,0
1.0716,1.6445,0.49551,0
1.0903,1.8601,-0.43323,0
1.017,0.31677,-1.1265,0
1.0908,0.0065902,-1.9147,0
1.0166,-0.37521,1.1032,0
1.0099,-0.57709,-0.93528,0
1.0311,0.26145,-1.2849,0
1.0336,0.83407,-1.0438,0
1.0257,0.89452,-0.88372,0
1.0246,-1.2242,-0.23262,0
1.0259,0.65791,-1.0734,0
1.0349,-1.0345,-0.86699,0
1.0831,-1.8271,-0.18138,0
1.0265,0.69168,1.0591,0
1.083,0.58564,1.739,0
1.0838,0.48906,1.7763,0
1.0793,1.7875,0.18029,0
1.0157,0.81481,0.82056,0
1.0911,-1.8879,-0.33622,0
1.0828,0.67476,1.7041,0
1.0361,-0.34346,-1.3167,0
1.025,-1.0255,-0.71718,0
1.0326,0.49251,1.232,0
1.0912,-1.9141,-0.14219,0
1.0915,1.789,0.70213,0
1.0914,-1.0833,-1.5868,0
1.091,1.235,1.4663,0
1.0832,1.4617,1.1123,0
1.0692,1.6679,0.29324,0
1.0166,-0.032737,1.1654,0
1.016,-1.1259,0.27531,0
1.0312,0.096146,-1.3094,0
1.0922,-0.38029,-1.8918,0
1.07,1.6554,0.39659,0
1.0254,0.60209,1.0995,0
1.084,1.0719,-1.5011,0
1.0824,-0.29862,1.8036,0
1.0829,-1.6927,0.7052,0
1.0832,1.5228,-1.0269,0
1.0915,1.236,-1.4716,0
1.0833,-0.14532,1.8315,0
1.034,0.3081,1.305,0
1.0832,-1.7529,0.54891,0
1.0919,1.921,-0.1439,0
1.0815,-0.26417,-1.8,0
1.0914,0.8373,1.7289,0
1.083,-1.4071,-1.1776,0
1.091,-1.8669,-0.43481,0
1.086,1.3791,-1.2563,0
1.0834,-1.5175,-1.0392,0
1.0835,1.3458,1.2539,0
1.0249,0.42138,1.1757,0
1.0171,-1.17,0.029607,0
1.0303,1.2105,0.48359,0
1.034,-1.2819,-0.39343,0
1.0837,1.1481,-1.4405,0
1.033,0.58488,1.1947,0
1.0914,-1.7134,-0.8701,0
1.0287,-0.63878,1.1171,0
1.0863,-1.8652,0.11141,0
1.0919,-1.9261,-0.048035,0
1.0916,0.47062,1.8652,0
1.0832,0.65947,-1.7146,0
1.0191,0.88041,-0.80279,0
1.0253,-1.2518,-0.037969,0
1.0246,-1.0839,0.61481,0
1.0079,-0.69027,-0.82993,0
1.034,1.1389,-0.70594,0
1.0917,1.0813,-1.592,0
1.0836,1.6565,-0.80353,0
1.0236,-0.45182,1.1487,0
1.0921,1.3116,-1.4131,0
1.0333,-1.3289,-0.1046,0
1.0923,-1.567,1.1266,0
1.0834,-0.7189,1.6921,0
1.0202,-0.91927,0.77479,0
1.0921,0.92401,1.6919,0
1.0924,-0.47795,1.8709,0
1.0837,1.5668,0.96842,0
1.0836,-1.7791,-0.47424,0
1.0837,0.41152,-1.795,0
1.0833,0.24001,-1.8226,0
1.0828,-1.6196,0.85744,0
1.0927,1.8026,-0.70205,0
1.0078,1.0623,-0.18533,0
1.0843,-1.8105,0.36732,0
1.0843,0.049164,1.8477,0
1.0835,-1.2906,-1.3113,0
1.0163,0.93668,0.68955,0
1.0236,-1.0941,-0.57749,0
1.0423,-0.17146,-1.4129,0
1.0846,-1.8506,0.0092469,0
1.0339,-1.1093,0.75135,0
1.0846,1.2975,-1.3197,0
1.0159,0.11481,1.1534,0
1.0917,0.37953,1.8865,0
1.0916,1.0015,-1.6419,0
1.0324,1.2113,-0.5369,0
1.0842,-1.1051,-1.4796,0
1.0842,1.6881,0.74827,0
1.0151,0.40844,-1.0767,0
1.0253,-1.0719,-0.65017,0
1.02,-0.20845,-1.1822,0
1.0253,0.33612,1.2078,0
1.0061,-0.18412,1.0442,0
1.093,-0.19296,-1.9284,0
1.083,1.8193,-0.23713,0
1.0929,-1.8368,-0.61458,0
1.0206,-0.84201,-0.86303,0
1.0845,1.2243,1.3872,0
1.016,-1.0761,0.43206,0
1.0318,-1.0573,-0.78912,0
1.0836,1.7793,-0.4717,0
1.0838,0.94713,1.5812,0
1.0835,0.064474,-1.8396,0
1.083,-1.1042,1.4645,0
1.0931,-1.2447,1.4859,0
1.0931,1.8903,0.4308,0
1.0202,1.1628,-0.30781,0
1.0251,-1.2116,-0.31474,0
1.0918,-1.6599,-0.9762,0
1.0244,-1.1555,-0.46055,0
1.0179,0.36333,1.1215,0
1.0142,-1.1283,0.17524,0
1.0849,0.5898,-1.7582,0
1.0851,0.93146,-1.6056,0
1.085,1.5817,-0.96993,0
1.084,-1.2664,1.3405,0
1.0935,-1.0945,1.6053,0
1.0156,1.0569,0.46763,0
1.0936,1.4573,-1.2861,0
1.0327,-0.054416,-1.3269,0
1.0232,0.26019,-1.2043,0
1.0162,-0.62476,0.98032,0
1.0853,0.32603,1.8295,0
1.0148,0.73208,0.88389,0
1.0174,-1.1484,-0.24743,0
1.0842,-1.3359,1.2754,0
1.0845,-0.9502,1.5863,0
1.0935,-0.66407,-1.8259,0
1.0938,1.9403,0.14541,0
1.0837,-0.71057,-1.6992,0
1.0855,-1.7485,0.63342,0
1.0852,-0.22694,1.8432,0
1.0937,-1.9394,0.1431,0
1.0173,-1.0258,-0.56909,0
1.0851,-1.677,0.79597,0
1.0763,1.7463,0.26686,0
1.0839,-1.5548,0.99092,0
1.0936,-0.66403,1.8269,0
1.0072,1.0663,-0.11405,0
1.0827,1.8015,0.33277,0
1.0249,0.093801,-1.246,0
1.013,0.86509,0.72589,0
1.0302,0.11059,1.2982,0
