"f_42-0:0","f_42-0:1","f_42-0:2",":0",":1",":2"
0.56412,-0.11937,0,1.6884,-0.35772,0
0.24168,-0.71123,0,0.42643,-1.254,0
-0.3832,-0.43311,0,-1.1402,-1.2887,0
-0.041262,-0.58613,0,-0.11925,-1.6894,0
0.48284,0.3308,0,1.4021,0.96039,0
-0.56769,0.13656,0,-1.6565,0.39811,0
0.5033,0.5647,0,0.87494,0.98164,0
-0.74533,0.14617,0,-1.2853,0.25241,0
0.16392,-0.55532,0,0.48593,-1.6484,0
-0.35317,0.47088,0,-1.0144,1.352,0
-0.32382,0.48916,0,-0.93652,1.4141,0
-0.38032,0.4492,0,-1.0924,1.2898,0
-0.61178,0.47413,0,-1.0159,0.78746,0
0.67308,0.32469,0,1.1988,0.57859,0
0.68813,0.38171,0,1.1054,0.61338,0
-0.6867,0.28394,0,-1.2371,0.51177,0
0.59005,0.44444,0,1.0755,0.81023,0
-0.73055,0.24679,0,-1.2222,0.41317,0
0.581,0.50053,0,0.98265,0.84664,0
-0.77183,0.093255,0,-1.2704,0.15382,0
0.29944,-0.70808,0,0.50437,-1.1918,0
0.4721,0.61369,0,0.7834,1.0182,0
0.75803,-0.066253,0,1.3025,-0.11388,0
-0.029373,0.73814,0,-0.053298,1.3457,0
0.020446,0.75659,0,0.03576,1.314,0
-0.60722,0.58703,0,-0.84675,0.81873,0
0.43859,0.41317,0,1.2016,1.1318,0
0.59445,-0.057426,0,1.6587,-0.16054,0
0.57129,-0.03224,0,1.7366,-0.098351,0
0.57806,0.00019499,0,1.7217,0.0002442,0
-0.34354,-0.4901,0,-0.95458,-1.3615,0
-0.3102,-0.48203,0,-0.93971,-1.4601,0
-0.28506,-0.50379,0,-0.84689,-1.4965,0
0.3687,0.48007,0,1.0011,1.3032,0
0.33396,0.47472,0,0.98617,1.4018,0
0.31003,0.49914,0,0.89334,1.4382,0
0.23367,-0.55452,0,0.64182,-1.524,0
0.24599,-0.52192,0,0.73465,-1.5604,0
0.27854,-0.51314,0,0.8126,-1.4983,0
-0.6024,0.074363,0,-1.6268,0.20092,0
-0.57983,0.047251,0,-1.7048,0.13875,0
-0.58858,0.013999,0,-1.6899,0.04015,0
0.35446,0.44855,0,1.0789,1.3652,0
-0.39387,0.57119,0,-0.81399,1.1804,0
0.40391,0.41885,0,1.1867,1.2304,0
-0.49139,-0.6404,0,-0.75048,-0.97779,0
-0.5252,-0.58644,0,-0.84329,-0.94137,0
0.050026,0.57111,0,0.15118,1.7289,0
0.082921,0.57574,0,0.24365,1.6929,0
0.79616,-0.11424,0,1.2244,-0.17574,0
0.76536,-0.16933,0,1.2392,-0.27426,0
0.45349,0.34596,0,1.3867,1.0575,0
-0.5679,0.078365,0,-1.7192,0.23682,0
-0.09378,0.5655,0,-0.28428,1.7126,0
-0.12582,0.5749,0,-0.36167,1.6518,0
-0.11717,0.54384,0,-0.37723,1.7486,0
-0.1479,0.54971,0,-0.45454,1.6881,0
-0.13564,0.79132,0,-0.20918,1.2213,0
-0.54729,0.16313,0,-1.6695,0.49699,0
-0.20374,0.80833,0,-0.29154,1.1571,0
-0.24026,0.7558,0,-0.37993,1.1955,0
-0.54864,0.054255,0,-1.7961,0.17668,0
0.81927,-0.052206,0,1.2094,-0.07709,0
0.21365,-0.52757,0,0.65543,-1.6208,0
0.22339,-0.4991,0,0.74226,-1.6618,0
0.73285,0.33731,0,1.1201,0.51575,0
-0.50322,0.26735,0,-1.5422,0.81871,0
-0.49856,0.29943,0,-1.4668,0.88049,0
-0.55594,0.19517,0,-1.5931,0.55892,0
0.41566,0.38843,0,1.2776,1.1936,0
-0.31627,0.56475,0,-0.75117,1.3411,0
-0.22902,0.52218,0,-0.70129,1.5982,0
-0.26106,0.51456,0,-0.78063,1.5379,0
-0.19709,0.52543,0,-0.62318,1.6603,0
0.13131,-0.5513,0,0.40609,-1.7082,0
0.10816,-0.57415,0,0.31484,-1.6738,0
-0.025559,0.79555,0,-0.039928,1.2492,0
-0.45184,-0.69317,0,-0.65673,-1.0073,0
-0.38841,-0.67175,0,-0.642,-1.11,0
0.63737,0.47658,0,1.001,0.74856,0
0.75132,0.3991,0,1.0326,0.54865,0
0.018794,0.56398,0,0.058357,1.7623,0
-0.006794,0.58416,0,-0.019952,1.703,0
-0.062901,-0.5617,0,-0.19646,-1.7497,0
-0.095258,-0.56416,0,-0.28998,-1.715,0
-0.3332,-0.45889,0,-1.0311,-1.4201,0
0.52125,0.22299,0,1.6137,0.68981,0
0.53887,0.19583,0,1.6312,0.59237,0
0.49887,0.24682,0,1.6025,0.79207,0
0.50724,0.27741,0,1.5098,0.82539,0
-0.50527,0.23823,0,-1.6113,0.7589,0
-0.3974,-0.4045,0,-1.2297,-1.2517,0
-0.4299,-0.3976,0,-1.2473,-1.1536,0
-0.36608,-0.40545,0,-1.2205,-1.3523,0
-0.30238,-0.45291,0,-1.0147,-1.5202,0
0.56243,-0.063485,0,1.7473,-0.19757,0
-0.74153,0.30789,0,-1.1442,0.47534,0
-0.79085,0.26042,0,-1.1348,0.37391,0
0.035768,0.81687,0,0.053431,1.2156,0
0.54647,-0.14536,0,1.7005,-0.45281,0
0.55588,-0.17698,0,1.6249,-0.51792,0
0.53433,-0.11697,0,1.7774,-0.38944,0
-0.065324,0.55519,0,-0.20844,1.7679,0
0.62486,0.53701,0,0.91559,0.78695,0
-0.32436,0.4575,0,-1.0265,1.447,0
-0.29718,0.47317,0,-0.9476,1.5079,0
0.52155,-0.16526,0,1.7336,-0.54973,0
0.53095,-0.19895,0,1.6427,-0.61614,0
0.86614,-0.10661,0,1.1315,-0.13927,0
0.27197,-0.76103,0,0.41455,-1.1592,0
0.33926,-0.75814,0,0.4895,-1.0933,0
0.20932,-0.75577,0,0.3389,-1.2226,0
-0.40311,-0.37224,0,-1.332,-1.2304,0
-0.43731,-0.36535,0,-1.3397,-1.1193,0
-0.52654,0.18745,0,-1.6772,0.59619,0
-0.51842,-0.70593,0,-0.67253,-0.91562,0
0.50138,-0.19142,0,1.7318,-0.66151,0
0.53969,-0.040875,0,1.8337,-0.13932,0
0.30389,0.46754,0,0.97221,1.496,0
0.28008,0.48913,0,0.87697,1.5319,0
0.53159,0.61539,0,0.79964,0.92566,0
0.49693,0.6746,0,0.70419,0.95586,0
-0.42517,0.80131,0,-0.51404,0.96891,0
-0.34757,0.77548,0,-0.47868,1.0682,0
-0.53138,0.13301,0,-1.7621,0.4399,0
-0.4756,0.27992,0,-1.5542,0.91391,0
-0.4693,0.30959,0,-1.4775,0.9741,0
-0.24101,0.49161,0,-0.80056,1.632,0
-0.80398,0.14506,0,-1.1983,0.21649,0
-0.8347,0.084297,0,-1.1798,0.1194,0
0.098637,-0.53914,0,0.32567,-1.7861,0
0.077067,-0.56256,0,0.2372,-1.7363,0
-0.4023,0.72299,0,-0.58458,1.0507,0
-0.33705,0.70364,0,-0.55082,1.15,0
-0.032362,-0.55374,0,-0.1054,-1.791,0
-0.0087143,-0.57634,0,-0.026562,-1.7262,0
-0.0041743,-0.54553,0,-0.014902,-1.8241,0
0.02046,-0.56512,0,0.063038,-1.7586,0
-0.010972,0.54785,0,-0.036999,1.8156,0
0.45217,0.31025,0,1.4962,1.0258,0
0.50638,-0.21917,0,1.6542,-0.7166,0
0.5355,-0.23263,0,1.5623,-0.67929,0
0.50813,-0.25015,0,1.5752,-0.77616,0
-0.15156,0.85933,0,-0.19789,1.1226,0
0.90753,0.13637,0,1.0721,0.16117,0
0.84581,0.085139,0,1.1644,0.1173,0
0.83145,0.159,0,1.1542,0.22087,0
-0.80525,0.44037,0,-0.9511,0.52024,0
-0.7254,0.44442,0,-0.99705,0.61101,0
-0.68099,0.49829,0,-0.95136,0.69624,0
-0.33333,-0.85521,0,-0.39369,-1.0101,0
-0.27107,-0.80367,0,-0.37488,-1.1115,0
-0.20224,-0.81839,0,-0.28311,-1.1457,0
-0.22242,-0.75454,0,-0.35759,-1.2133,0
-0.33752,-0.77526,0,-0.46971,-1.0788,0
0.025849,-0.91814,0,0.030559,-1.0829,0
-0.015783,-0.85015,0,-0.021604,-1.1699,0
-0.090613,-0.84132,0,-0.12579,-1.169,0
-0.051586,-0.7904,0,-0.081681,-1.2535,0
0.01288,-0.79189,0,0.020584,-1.2562,0
-0.10851,-0.7741,0,-0.17659,-1.2606,0
0.60673,-0.68869,0,0.71673,-0.8133,0
0.52993,-0.66485,0,0.72953,-0.91481,0
0.46892,-0.70467,0,0.65137,-0.97833,0
0.58608,-0.616,0,0.80665,-0.84745,0
0.46882,-0.63925,0,0.74252,-1.0118,0
-0.91881,-0.0061198,0,-1.0829,-0.0071312,0
-0.85032,-0.050434,0,-1.1659,-0.068988,0
-0.84323,-0.12477,0,-1.1546,-0.17069,0
-0.79196,-0.085769,0,-1.2418,-0.1343,0
0.45379,0.7971,0,0.53669,0.94261,0
0.38079,0.75955,0,0.5248,1.0465,0
0.31501,0.79051,0,0.43289,1.0859,0
0.32446,0.72839,0,0.50781,1.1396,0
0.20565,-0.89671,0,0.24185,-1.0542,0
0.151,-0.84046,0,0.2062,-1.1467,0
0.064698,-0.84191,0,0.090427,-1.1748,0
0.10602,-0.7857,0,0.16804,-1.2437,0
0.19622,0.89254,0,0.23386,1.0633,0
0.14395,0.83783,0,0.1983,1.1533,0
0.20701,0.8228,0,0.28621,1.137,0
0.026066,0.90889,0,0.031435,1.0938,0
-0.87108,-0.27647,0,-1.0378,-0.32937,0
-0.79776,-0.29417,0,-1.0979,-0.40481,0
-0.76717,-0.36257,0,-1.0601,-0.50096,0
-0.81651,-0.23293,0,-1.1268,-0.32143,0
-0.74863,-0.24797,0,-1.1977,-0.3967,0
-0.69939,-0.58843,0,-0.83311,-0.7009,0
-0.67593,-0.51344,0,-0.93338,-0.70891,0
-0.71689,-0.46019,0,-0.98282,-0.63088,0
-0.62599,-0.56124,0,-0.88114,-0.78984,0
-0.6136,-0.49907,0,-0.97596,-0.79365,0
0.78573,-0.47241,0,0.93009,-0.55914,0
0.74867,-0.40075,0,1.0328,-0.55277,0
0.77913,-0.33334,0,1.0792,-0.46174,0
0.70693,-0.45966,0,0.98904,-0.64295,0
0.6639,-0.52168,0,0.92647,-0.72774,0
0.68137,-0.39661,0,1.0905,-0.63465,0
0.63604,-0.44721,0,1.0467,-0.73565,0
0.88745,0.21969,0,1.0564,0.2616,0
0.81164,0.23229,0,1.1328,0.32437,0
0.67281,-0.61509,0,0.80566,-0.73635,0
-0.29814,0.44239,0,-1.0429,1.5466,0
0.46535,-0.79048,0,0.55043,-0.93472,0
-0.6916,0.58125,0,-0.8431,0.70865,0
-0.15713,-0.89037,0,-0.19123,-1.0839,0
0.68036,0.6314,0,0.78555,0.72904,0
0.783,0.10844,0,1.2467,0.1728,0
0.78458,0.050014,0,1.263,0.080597,0
0.38086,0.39187,0,1.2689,1.3053,0
-0.2376,0.8825,0,-0.28299,1.0511,0
0.071342,0.54182,0,0.23704,1.8052,0
0.10061,0.54843,0,0.32152,1.7552,0
0.27924,0.86454,0,0.33667,1.0421,0
-0.888,-0.19315,0,-1.07,-0.23269,0
0.15046,-0.52474,0,0.50124,-1.7526,0
0.50907,0.19449,0,1.7061,0.65073,0
0.37704,-0.82856,0,0.45287,-0.99485,0
0.85645,-0.31689,0,1.0219,-0.37811,0
0.79469,-0.2675,0,1.1244,-0.37856,0
0.73352,-0.28856,0,1.1744,-0.46206,0
-0.79767,-0.43983,0,-0.95663,-0.52747,0
-0.053641,-0.53324,0,-0.18685,-1.8475,0
0.15586,0.77642,0,0.24747,1.2316,0
-0.86718,0.27668,0,-1.0413,0.33237,0
-0.65936,0.43584,0,-1.0499,0.69423,0
0.52258,0.16851,0,1.7253,0.55538,0
0.50464,0.14026,0,1.8313,0.50718,0
0.53679,0.14092,0,1.7346,0.45457,0
0.77067,0.47773,0,0.93254,0.57815,0
-0.073541,-0.73628,0,-0.13353,-1.3381,0
-0.75548,0.3735,0,-1.0581,0.52327,0
0.099766,0.79572,0,0.15453,1.2309,0
0.73782,-0.22392,0,1.2346,-0.37479,0
-0.56177,-0.53566,0,-0.92776,-0.88441,0
-0.13688,0.52157,0,-0.4692,1.7851,0
-0.10622,0.51307,0,-0.38612,1.8598,0
0.91235,-0.038129,0,1.0887,-0.045481,0
0.5308,0.73821,0,0.6388,0.88836,0
0.76671,0.17674,0,1.2321,0.28424,0
0.78224,0.29314,0,1.1151,0.41808,0
0.74251,0.2339,0,1.2189,0.38422,0
0.52102,0.11758,0,1.8179,0.40893,0
0.55084,0.11329,0,1.7335,0.35587,0
-0.39903,-0.74058,0,-0.56104,-1.0411,0
-0.63932,0.6569,0,-0.75705,0.77788,0
0.73251,0.078872,0,1.3427,0.14471,0
0.70724,0.18535,0,1.3163,0.34522,0
0.44296,0.71948,0,0.6173,1.0025,0
-0.081767,0.83152,0,-0.11636,1.1849,0
0.6956,0.44326,0,1.017,0.64822,0
-0.76976,0.20041,0,-1.2103,0.31541,0
-0.6928,0.34104,0,-1.1558,0.56919,0
0.56234,0.55804,0,0.89123,0.88445,0
0.35789,-0.69534,0,0.58253,-1.1311,0
-0.78817,0.036972,0,-1.2596,0.059394,0
0.59183,0.39189,0,1.1683,0.77383,0
-0.078663,0.76684,0,-0.13149,1.2838,0
0.54056,-0.50171,0,0.98888,-0.91725,0
0.058393,0.71828,0,0.11212,1.3759,0
0.52588,0.51363,0,0.968,0.94546,0
0.41576,0.60397,0,0.76934,1.1174,0
-0.65063,-0.31236,0,-1.2427,-0.59666,0
-0.6622,-0.36174,0,-1.1571,-0.63211,0
-0.704,-0.3277,0,-1.1616,-0.54072,0
-0.62134,-0.40368,0,-1.126,-0.73143,0
0.58741,-0.40774,0,1.1428,-0.79299,0
0.72001,-0.027072,0,1.3799,-0.051913,0
-0.55512,-0.64569,0,-0.76175,-0.8859,0
-0.71296,0.19229,0,-1.3006,0.35114,0
0.65463,0.27536,0,1.2911,0.54337,0
-0.33557,-0.64798,0,-0.6272,-1.2108,0
-0.33811,-0.70679,0,-0.54812,-1.1456,0
-0.28154,-0.73333,0,-0.45403,-1.1825,0
-0.23703,-0.69454,0,-0.43793,-1.2832,0
0.18758,-0.70565,0,0.35035,-1.3169,0
-0.643,0.3141,0,-1.249,0.61034,0
0.71015,-0.16627,0,1.3281,-0.31112,0
-0.49558,-0.53901,0,-0.91985,-1.0001,0
-0.075401,0.71185,0,-0.14617,1.3821,0
0.63983,0.41747,0,1.0904,0.71164,0
0.65148,-0.34198,0,1.1969,-0.6283,0
-0.21465,0.7033,0,-0.39482,1.2941,0
-0.27019,0.7039,0,-0.47276,1.2319,0
-0.29309,0.65545,0,-0.5656,1.265,0
-0.34479,0.64234,0,-0.64541,1.2024,0
0.0088961,-0.72907,0,0.016849,-1.3646,0
0.31824,-0.65515,0,0.59719,-1.2286,0
-0.73366,0.050117,0,-1.3498,0.09259,0
-0.37757,-0.61565,0,-0.72048,-1.1744,0
-0.57674,0.52692,0,-0.94011,0.85903,0
-0.53128,-0.31498,0,-1.3853,-0.82144,0
-0.52497,-0.27872,0,-1.4782,-0.78502,0
-0.49817,-0.30076,0,-1.4633,-0.88361,0
-0.49319,-0.26845,0,-1.5559,-0.84716,0
-0.51618,-0.24589,0,-1.5708,-0.74856,0
-0.46452,-0.28527,0,-1.5549,-0.95516,0
-0.47046,-0.31899,0,-1.4484,-0.98221,0
-0.47005,-0.25804,0,-1.6264,-0.89298,0
0.5331,-0.30451,0,1.4064,-0.80364,0
0.49879,-0.31648,0,1.4213,-0.90223,0
0.049945,-0.61737,0,0.12946,-1.6013,0
-0.28654,0.53872,0,-0.76596,1.4396,0
-0.49893,-0.37355,0,-1.2777,-0.95649,0
0.56817,-0.24839,0,1.4695,-0.64287,0
-0.1979,0.58434,0,-0.51743,1.5277,0
-0.2889,-0.53902,0,-0.76894,-1.4343,0
-0.25715,-0.52281,0,-0.75407,-1.5329,0
-0.25527,-0.48987,0,-0.83276,-1.5981,0
-0.23008,-0.508,0,-0.73646,-1.6258,0
0.54103,0.28836,0,1.4319,0.7632,0
-0.015495,-0.61105,0,-0.041411,-1.6274,0
-0.27918,-0.47173,0,-0.9248,-1.5628,0
-0.27329,-0.4441,0,-1,-1.6259,0
0.47497,0.40343,0,1.2165,1.0332,0
-0.59124,0.20585,0,-1.5006,0.52246,0
-0.41543,0.45934,0,-1.0775,1.1912,0
-0.40466,0.42459,0,-1.1703,1.2277,0
-0.37373,0.41826,0,-1.1821,1.3224,0
-0.39345,0.39392,0,-1.2632,1.2641,0
-0.42575,0.39762,0,-1.2483,1.1655,0
-0.41133,0.36885,0,-1.3411,1.2019,0
-0.44328,0.3689,0,-1.3262,1.1033,0
-0.42612,0.34249,0,-1.4191,1.1397,0
-0.46135,0.39911,0,-1.2334,1.0669,0
-0.0020163,0.61991,0,-0.0051208,1.6049,0
0.6173,-0.086859,0,1.5807,-0.22272,0
-0.38051,-0.49586,0,-0.96945,-1.2629,0
-0.4546,-0.42421,0,-1.17,-1.0915,0
-0.13619,0.61016,0,-0.34669,1.5534,0
0.4069,0.48254,0,1.0159,1.2046,0
0.21729,-0.58869,0,0.549,-1.4876,0
0.59079,-0.18563,0,1.5325,-0.48199,0
-0.62432,0.10595,0,-1.5489,0.26309,0
0.11618,-0.60939,0,0.30029,-1.5756,0
0.61064,0.013804,0,1.6289,0.03665,0
0.31702,0.53508,0,0.81541,1.376,0
0.30588,-0.53662,0,0.79771,-1.3997,0
-0.62313,0.0013672,0,-1.5971,0.0037272,0
0.25374,-0.48596,0,0.83899,-1.6099,0
0.28412,-0.48086,0,0.90542,-1.5347,0
-0.5572,0.024137,0,-1.7827,0.076575,0
-0.56363,-0.0077651,0,-1.7656,-0.024796,0
0.60969,0.088636,0,1.5984,0.23231,0
0.5824,0.068404,0,1.6856,0.19767,0
0.37415,-0.50044,0,0.9536,-1.2754,0
0.3699,-0.46351,0,1.0464,-1.3117,0
0.39599,-0.43995,0,1.1244,-1.2495,0
0.36465,-0.43072,0,1.1386,-1.3464,0
0.3396,-0.45125,0,1.0588,-1.4085,0
0.38636,-0.40908,0,1.2135,-1.2862,0
0.41894,-0.41384,0,1.2017,-1.1874,0
0.40648,-0.38435,0,1.2916,-1.2225,0
0.35794,-0.40287,0,1.2251,-1.3818,0
-0.62542,-0.077213,0,-1.5676,-0.1935,0
-0.59075,-0.091705,0,-1.6453,-0.25564,0
-0.58298,-0.12654,0,-1.6305,-0.35423,0
-0.55876,-0.10308,0,-1.7229,-0.3183,0
-0.56381,-0.070962,0,-1.7381,-0.2192,0
-0.55092,-0.13425,0,-1.7053,-0.41603,0
-0.57135,-0.16003,0,-1.6151,-0.45276,0
-0.53901,-0.16419,0,-1.6895,-0.51505,0
-0.53089,-0.11097,0,-1.7965,-0.37609,0
0.54831,-0.01077,0,1.8145,-0.036164,0
0.55191,0.022244,0,1.8005,0.071985,0
0.52999,0.040206,0,1.8672,0.14069,0
0.251,0.57752,0,0.62984,1.4489,0
0.22065,0.55527,0,0.61486,1.5474,0
0.18678,0.5666,0,0.52204,1.5838,0
0.19507,0.53413,0,0.6,1.6436,0
0.22496,0.522,0,0.69256,1.6075,0
0.16356,0.54231,0,0.50687,1.6818,0
-0.18598,-0.58567,0,-0.49022,-1.5436,0
-0.195,-0.55106,0,-0.56809,-1.605,0
0.60203,0.12641,0,1.5831,0.33239,0
-0.3504,0.4396,0,-1.1034,1.3836,0
-0.34487,0.41078,0,-1.1932,1.4204,0
0.32439,0.44344,0,1.069,1.4616,0
0.1758,0.60249,0,0.4441,1.5216,0
0.43184,-0.4481,0,1.1094,-1.151,0
0.57357,0.19597,0,1.5534,0.53071,0
-0.11205,-0.59448,0,-0.30483,-1.6165,0
-0.60802,-0.15438,0,-1.5376,-0.39064,0
0.098539,0.60796,0,0.2585,1.5945,0
-0.55012,-0.25281,0,-1.493,-0.68642,0
0.48856,-0.35068,0,1.3433,-0.96441,0
0.45421,-0.35529,0,1.3582,-1.063,0
-0.52553,0.3228,0,-1.3745,0.84415,0
-0.45506,0.4679,0,-1.0627,1.0926,0
-0.43976,0.59631,0,-0.79686,1.0806,0
0.28307,0.52132,0,0.80027,1.4738,0
-0.50034,-0.33588,0,-1.3705,-0.92004,0
0.31051,-0.50041,0,0.89054,-1.4361,0
-0.59362,-0.020869,0,-1.6747,-0.058906,0
-0.25678,-0.55867,0,-0.6761,-1.4707,0
-0.4907,0.33293,0,-1.3885,0.94181,0
0.11717,0.57677,0,0.33641,1.6566,0
0.018389,-0.59779,0,0.05091,-1.663,0
0.51244,0.31168,0,1.417,0.86179,0
-0.036053,0.60406,0,-0.097949,1.6413,0
-0.16072,0.58149,0,-0.43951,1.5898,0
0.45506,-0.41735,0,1.1873,-1.0888,0
-0.46379,-0.38776,0,-1.2625,-1.0554,0
-0.562,0.2304,0,-1.5155,0.62107,0
0.081056,-0.5966,0,0.22227,-1.6377,0
0.56352,-0.21112,0,1.5478,-0.58041,0
0.58098,-0.089903,0,1.6728,-0.25924,0
-0.59238,-0.19021,0,-1.5227,-0.48923,0
0.38839,0.44985,0,1.0939,1.2668,0
0.19815,-0.55702,0,0.56366,-1.5859,0
-0.58649,0.10701,0,-1.6416,0.29943,0
-0.36549,-0.46237,0,-1.0472,-1.3245,0
0.44785,0.37908,0,1.294,1.0951,0
0.58136,0.035386,0,1.7056,0.10349,0
-0.44041,0.43039,0,-1.1555,1.1291,0
-0.16186,-0.55921,0,-0.47548,-1.6421,0
-0.17254,-0.52689,0,-0.55895,-1.7059,0
-0.14241,-0.53103,0,-0.46933,-1.7483,0
-0.12588,-0.50608,0,-0.46153,-1.8518,0
-0.10726,-0.53248,0,-0.36247,-1.796,0
-0.18464,-0.50073,0,-0.64557,-1.7496,0
-0.46888,-0.35253,0,-1.3554,-1.019,0
0.46664,-0.32498,0,1.4348,-0.99999,0
0.47587,-0.2953,0,1.5085,-0.93692,0
0.43692,-0.32953,0,1.4504,-1.0954,0
-0.22704,-0.53893,0,-0.66083,-1.5684,0
-0.53097,0.21828,0,-1.603,0.65837,0
0.25301,0.54009,0,0.70763,1.5105,0
-0.55596,-0.19147,0,-1.6,-0.55141,0
-0.52313,-0.19144,0,-1.6774,-0.61417,0
0.54979,-0.092158,0,1.7607,-0.29551,0
0.51771,-0.08981,0,1.8664,-0.32393,0
0.37128,0.42113,0,1.1718,1.329,0
0.18217,-0.52991,0,0.5764,-1.6797,0
0.34124,-0.48397,0,0.96806,-1.3736,0
-0.59427,-0.056206,0,-1.6602,-0.15712,0
-0.55317,0.10737,0,-1.7332,0.33572,0
-0.35147,-0.43156,0,-1.129,-1.3865,0
-0.18085,0.55292,0,-0.53202,1.6258,0
-0.03684,0.56947,0,-0.11285,1.74,0
0.48142,0.29771,0,1.4949,0.92398,0
-0.12793,-0.5622,0,-0.38326,-1.683,0
0.15204,0.57381,0,0.42917,1.6201,0
0.049308,-0.58144,0,0.14369,-1.6992,0
-0.50037,0.39762,0,-1.2186,0.96839,0
0.53643,-0.26774,0,1.484,-0.74119,0
0.43843,-0.38517,0,1.2803,-1.1252,0
-0.16633,0.52409,0,-0.54802,1.725,0
-0.18315,0.50109,0,-0.64101,1.7518,0
-0.53727,-0.22018,0,-1.5855,-0.65009,0
0.41972,0.35393,0,1.3853,1.1677,0
0.50492,-0.28272,0,1.4992,-0.84005,0
0.42329,-0.35682,0,1.3731,-1.1589,0
0.4061,-0.32875,0,1.4784,-1.2,0
0.31218,-0.46789,0,0.98112,-1.4724,0
0.2895,-0.45262,0,0.99652,-1.5615,0
-0.56552,-0.038607,0,-1.7521,-0.12003,0
-0.53956,-0.02474,0,-1.841,-0.085497,0
0.25326,0.50651,0,0.78555,1.5715,0
0.25164,0.47834,0,0.85664,1.6294,0
0.13166,0.54733,0,0.41298,1.7185,0
0.11648,0.52456,0,0.40065,1.8079,0
-0.47805,0.36632,0,-1.3113,1.0046,0
-0.45751,0.3393,0,-1.4033,1.0402,0
-0.43807,-0.33096,0,-1.4456,-1.0924,0
0.47771,-0.26267,0,1.5983,-0.87974,0
0.045201,-0.54598,0,0.14888,-1.8103,0
-0.50526,-0.21695,0,-1.6626,-0.71412,0
-0.48906,-0.18819,0,-1.7724,-0.68184,0
-0.43791,0.31425,0,-1.5004,1.0757,0
0.83261,-0.16715,0,1.1485,-0.23058,0
-0.39305,0.62287,0,-0.72083,1.1424,0
-0.35156,0.59276,0,-0.73644,1.2416,0
-0.35502,0.54784,0,-0.82888,1.2789,0
-0.32165,0.52526,0,-0.84379,1.3775,0
-0.29303,0.50407,0,-0.85801,1.4753,0
-0.26796,0.48332,0,-0.87355,1.5747,0
-0.91107,0.089672,0,-1.0816,0.10658,0
-0.22813,-0.47647,0,-0.81375,-1.6995,0
-0.48695,-0.23972,0,-1.6445,-0.80975,0
0.47619,0.26718,0,1.5895,0.89082,0
0.34163,0.42098,0,1.1563,1.4249,0
0.52001,-0.015716,0,1.9123,-0.058553,0
0.8261,0.40036,0,0.97526,0.47274,0
0.29344,0.43594,0,1.0569,1.5712,0
0.22628,0.49268,0,0.76554,1.668,0
0.40522,-0.74037,0,0.56617,-1.0339,0
-0.74057,-0.11487,0,-1.3121,-0.20339,0
0.7716,-0.010325,0,1.2892,-0.017242,0
0.71271,-0.34521,0,1.1305,-0.54756,0
0.097712,-0.72742,0,0.1807,-1.3436,0
-0.16404,-0.76251,0,-0.26823,-1.2472,0
-0.40871,0.32116,0,-1.5061,1.182,0
-0.53629,-0.082339,0,-1.8135,-0.27917,0
-0.53781,0.081356,0,-1.8088,0.27232,0
-0.51846,0.060518,0,-1.8937,0.21862,0
0.038513,0.54166,0,0.12923,1.8278,0
0.68695,-0.25813,0,1.2688,-0.47692,0
-0.50995,-0.16528,0,-1.766,-0.57255,0
0.84559,0.014823,0,1.1761,0.020668,0
-0.20297,-0.52091,0,-0.64651,-1.6588,0
0.5989,-0.50641,0,0.96873,-0.81871,0
0.40547,0.32367,0,1.4994,1.1957,0
0.37135,0.36231,0,1.3729,1.3391,0
-0.050963,0.5162,0,-0.18982,1.9092,0
0.43638,0.28335,0,1.6047,1.0402,0
0.00036576,0.51891,0,-2.4538e-09,1.9178,0
0.4675,0.2378,0,1.6917,0.85866,0
0.05402,-0.51781,0,0.19657,-1.9014,0
-0.3691,0.36503,0,-1.3636,1.3473,0
-0.22186,0.47137,0,-0.8141,1.7283,0
0.46172,-0.23649,0,1.7066,-0.87491,0
-0.4729,0.21275,0,-1.7507,0.786,0
-0.42134,-0.30272,0,-1.5571,-1.1195,0
-0.49164,0.16529,0,-1.819,0.60967,0
0.10448,-0.5097,0,0.38219,-1.8741,0
0.052216,0.51708,0,0.19113,1.9052,0
0.43588,-0.28101,0,1.6113,-1.0409,0
-0.45243,0.26323,0,-1.6439,0.95507,0
-0.39103,-0.34409,0,-1.4335,-1.2627,0
0.17794,0.48761,0,0.65625,1.8014,0
-0.50568,0.11604,0,-1.8697,0.42675,0
0.15348,-0.49569,0,0.56528,-1.8326,0
-0.2721,0.43978,0,-1.0129,1.6363,0
0.22717,-0.46972,0,0.82852,-1.7182,0
0.20208,-0.47968,0,0.74036,-1.7629,0
-0.33549,-0.40309,0,-1.2133,-1.4591,0
-0.3547,-0.38069,0,-1.303,-1.4,0
0.51749,0.062568,0,1.8957,0.22782,0
0.53519,0.078726,0,1.8204,0.26681,0
0.41725,-0.61475,0,0.75237,-1.1078,0
0.52028,-0.59989,0,0.82116,-0.94621,0
0.49121,-0.16684,0,1.8163,-0.61672,0
0.55471,0.16726,0,1.6445,0.49551,0
0.50753,-0.11822,0,1.8601,-0.43323,0
0.23,-0.81848,0,0.31677,-1.1265,0
0.0022222,-0.51976,0,0.0065902,-1.9147,0
-0.27492,0.80818,0,-0.37521,1.1032,0
