"p_1:0","p_1:1","p_1:2","p_2:0","p_2:1","p_2:2","p_3:0","p_3:1","p_3:2"
0.7999999999999998, 1.0, 0.0, 0.7461712063672459, 0.9209959083391697, 0.0, 0.8434725510332552, 0.9058817492532545, 0.0
0.850140873821707, 0.2096367903700641, 0.0, 0.921264695925037, 0.1498326103470567, 0.0, 0.9246941041022798, 0.2554425087600518, 0.0
0.6000000000013869, 1.0, 0.0, 0.5000000000020587, 1.0, 0.0, 0.5508808659593387, 0.919147887817306, 0.0
0.351088043931318, 0.7921536615600506, 0.0, 0.4498394228880404, 0.7883363404204062, 0.0, 0.400624174293466, 0.8550716752870131, 0.0
0.847674892881529, 0.0924650196966017, 0.0, 0.7454425029879085, 0.08149854981449159, 0.0, 0.7692478415714309, 0.1656760425742596, 0.0
0.3497952584315402, 0.9196291951904234, 0.0, 0.3030193852690229, 0.8533013699776879, 0.0, 0.400624174293466, 0.8550716752870131, 0.0
1.0, 0.69999999999921, 0.0, 1.0, 0.7999999999994734, 0.0, 0.9156049063371337, 0.7482740813040623, 0.0
0.3000000000012483, 1.0, 0.0, 0.3497952584315402, 0.9196291951904234, 0.0, 0.2523246421053463, 0.9192723263573204, 0.0
0.5000000000020587, 1.0, 0.0, 0.4000000000016644, 1.0, 0.0, 0.450484074008179, 0.9235161978033585, 0.0
0.599447545821276, 0.7095773041262308, 0.0, 0.5502606730329187, 0.784890325983941, 0.0, 0.4999870719643814, 0.7098242158158317, 0.0
0.6477441566087139, 0.7870635649491081, 0.0, 0.7413650053685394, 0.788131833356031, 0.0, 0.6949376193733735, 0.8501481947237272, 0.0
0.0, 0.2000000000008322, 0.0, 0.09994995527466283, 0.1645403469970186, 0.0, 0.06053552817882833, 0.2380279942390351, 0.0
0.7736218928142029, 0.2561743406840271, 0.0, 0.850140873821707, 0.2096367903700641, 0.0, 0.7692478415714309, 0.1656760425742596, 0.0
0.6914417074336898, 0.7114429734436725, 0.0, 0.7413650053685394, 0.788131833356031, 0.0, 0.765783094774214, 0.7229277861690228, 0.0
0.4000000000009971, 0.55, 0.0, 0.3000000000004986, 0.55, 0.0, 0.3510824312623116, 0.6312827749363061, 0.0
0.2, 0.55, 0.0, 0.3000000000004986, 0.55, 0.0, 0.2656088208328785, 0.4915066565390347, 0.0
0.7, 0.55, 0.0, 0.6000000000006114, 0.55, 0.0, 0.6500000000003057, 0.6293856620131821, 0.0
1.0, 0.5999999999989468, 0.0, 0.9048173871517113, 0.5405596888500538, 0.0, 0.9134315676867562, 0.6464190095820974, 0.0
0.09994995527466283, 0.1645403469970186, 0.0, 0.1238536888985503, 0.2592661775333318, 0.0, 0.06053552817882833, 0.2380279942390351, 0.0
0.553070517624332, 0.0808488705304348, 0.0, 0.6500617248565765, 0.07905621871215385, 0.0, 0.6096345514525974, 0.1603743884691899, 0.0
0.0, 0.7999999999999998, 0.0, 0.0, 0.7000000000006934, 0.0, 0.07593680234875234, 0.7488285387163619, 0.0
0.154588325669817, 0.9053401926057355, 0.0, 0.07778400412370273, 0.8468046044483774, 0.0, 0.07320508075719248, 0.9267949192428074, 0.0
0.5508808659593387, 0.919147887817306, 0.0, 0.5999617378429054, 0.8518882995849553, 0.0, 0.4995188612326956, 0.8534932867701521, 0.0
0.4000000000004184, 0.3, 0.0, 0.3401899788352881, 0.3703828128975412, 0.0, 0.4500000000006119, 0.3881239519551027, 0.0
0.6096345514525974, 0.1603743884691899, 0.0, 0.5478815016677075, 0.2276417592801447, 0.0, 0.6309397382610062, 0.2361157261165474, 0.0
0.6983184234175434, 0.2137868067556367, 0.0, 0.7692478415714309, 0.1656760425742596, 0.0, 0.6945410088572113, 0.1400784012651463, 0.0
0.69999999999921, 0.0, 0.0, 0.7454425029879085, 0.08149854981449159, 0.0, 0.6500617248565765, 0.07905621871215385, 0.0
0.5999999999989468, 0.0, 0.0, 0.553070517624332, 0.0808488705304348, 0.0, 0.6500617248565765, 0.07905621871215385, 0.0
0.7721687836484498, 0.5083333333334796, 0.0, 0.7705748118484814, 0.4250000000000842, 0.0, 0.8376201003038583, 0.4666666666669427, 0.0
0.5000000000008278, 0.3, 0.0, 0.6000000000004161, 0.3, 0.0, 0.5598100211655115, 0.370382812897524, 0.0
0.7, 0.3, 0.0, 0.7736218928142029, 0.2561743406840271, 0.0, 0.6983184234175434, 0.2137868067556367, 0.0
0.4999999999986943, 0.0, 0.0, 0.5999999999989468, 0.0, 0.0, 0.553070517624332, 0.0808488705304348, 0.0
0.07593680234875234, 0.7488285387163619, 0.0, 0.1603999650357131, 0.7936366848338401, 0.0, 0.1368712873234817, 0.7003069852408712, 0.0
0.0, 0.5000000000020587, 0.0, 0.0, 0.4000000000016644, 0.0, 0.06704185060782074, 0.4608274253423648, 0.0
0.2570755896402042, 0.221241064447414, 0.0, 0.3489838520650313, 0.2170678983849984, 0.0, 0.3061629225114748, 0.1437414773763105, 0.0
0.7, 0.3, 0.0, 0.6000000000004161, 0.3, 0.0, 0.6369042311536807, 0.3573815892823968, 0.0
0.2537478303707523, 0.6304884925814764, 0.0, 0.168128350878641, 0.6348147992264394, 0.0, 0.2125037829607577, 0.7109609724112029, 0.0
0.7999999999994734, 0.0, 0.0, 0.847674892881529, 0.0924650196966017, 0.0, 0.7454425029879085, 0.08149854981449159, 0.0
0.2000000000008322, 1.0, 0.0, 0.100000000000416, 1.0, 0.0, 0.154588325669817, 0.9053401926057355, 0.0
0.69999999999921, 0.0, 0.0, 0.7999999999994734, 0.0, 0.0, 0.7454425029879085, 0.08149854981449159, 0.0
0.2, 0.55, 0.0, 0.2537478303707523, 0.6304884925814764, 0.0, 0.168128350878641, 0.6348147992264394, 0.0
0.2125037829607577, 0.7109609724112029, 0.0, 0.1603999650357131, 0.7936366848338401, 0.0, 0.1368712873234817, 0.7003069852408712, 0.0
