"f:0","f:1","f:2",":0",":1",":2"
-0.04479096366509616,-0.616567382539775,0,0.745,0,0
-0.04476667163712822,-0.6157083010001247,0,0.744,0,0
-0.044740646737965406,-0.6148472541624234,0,0.743,0,0
-0.04471289111405419,-0.6139842530456361,0,0.742,0,0
-0.044683406911840584,-0.6131193086687277,0,0.741,0,0
-0.04465219627777095,-0.6122524320506634,0,0.74,0,0
-0.04461926135829164,-0.611383634210408,0,0.739,0,0
-0.044584604299848785,-0.6105129261669265,0,0.738,0,0
-0.04454822724888885,-0.6096403189391841,0,0.737,0,0
-0.04451013235423551,-0.6087658235471624,0,0.736,0,0
-0.04447032241917537,-0.6078894510148696,0,0.735,0,0
-0.044428801266971685,-0.6070112118827092,0,0.734,0,0
-0.04438557272426069,-0.606131116502494,0,0.733,0,0
-0.04434064061767817,-0.6052491752260363,0,0.732,0,0
-0.04429400877386025,-0.6043653984051486,0,0.731,0,0
-0.04424568101944293,-0.6034797963916436,0,0.73,0,0
-0.04419566118106222,-0.6025923795373337,0,0.729,0,0
-0.044143953085353904,-0.6017031581940315,0,0.728,0,0
-0.04409056055895433,-0.6008121427135494,0,0.727,0,0
-0.044035487428499165,-0.5999193434477003,0,0.726,0,0
-0.043978737520624644,-0.5990247707482962,0,0.725,0,0
-0.04392031466196655,-0.5981284349671501,0,0.724,0,0
-0.04386022267916112,-0.5972303464560742,0,0.723,0,0
-0.04379846539884413,-0.5963305155668812,0,0.722,0,0
-0.04373504664765171,-0.5954289526513835,0,0.721,0,0
-0.04366997025221986,-0.594525668061394,0,0.72,0,0
-0.04360324003918448,-0.5936206721487247,0,0.719,0,0
-0.04353485983518157,-0.5927139752651885,0,0.718,0,0
-0.043464833466847264,-0.5918055877625978,0,0.717,0,0
-0.04339316476081745,-0.5908955199927651,0,0.716,0,0
-0.043319857543728135,-0.5899837823075031,0,0.715,0,0
-0.04324491564221522,-0.5890703850586242,0,0.714,0,0
-0.043168342882914934,-0.588155338597941,0,0.713,0,0
-0.04309014309246306,-0.5872386532772659,0,0.712,0,0
-0.043010320097495724,-0.5863203394484116,0,0.711,0,0
-0.04292887772464882,-0.5854004074631904,0,0.71,0,0
-0.04284581980055846,-0.5844788676734151,0,0.709,0,0
-0.04276115015186055,-0.583555730430898,0,0.708,0,0
-0.042674872605811154,-0.5826310060875639,0,0.707,0,0
-0.04258699153876788,-0.5817047049079807,0,0.706,0,0
-0.04249751222902687,-0.5807768366417083,0,0.705,0,0
-0.042406439931735984,-0.5798474108805061,0,0.704,0,0
-0.04231377990204299,-0.5789164372161331,0,0.703,0,0
-0.042219537395095985,-0.5779839252403483,0,0.702,0,0
-0.042123717666042726,-0.5770498845449107,0,0.701,0,0
-0.0420263259700312,-0.5761143247215795,0,0.7,0,0
-0.04192736756220927,-0.575177255362114,0,0.699,0,0
-0.04182684769772482,-0.5742386860582728,0,0.698,0,0
-0.04172477163172583,-0.5732986264018153,0,0.697,0,0
-0.04162114461936017,-0.5723570859845005,0,0.696,0,0
-0.04151597191577572,-0.5714140743980876,0,0.695,0,0
-0.04140925877612045,-0.5704696012343353,0,0.694,0,0
-0.04130101045554224,-0.5695236760850031,0,0.693,0,0
-0.041191232209188966,-0.5685763085418499,0,0.692,0,0
-0.041079929292208495,-0.5676275081966348,0,0.691,0,0
-0.04096710695974881,-0.5666772846411168,0,0.69,0,0
-0.0408527704669579,-0.565725647467055,0,0.689,0,0
-0.04073692506898352,-0.5647726062662086,0,0.688,0,0
-0.04061957602097355,-0.5638181706303367,0,0.687,0,0
-0.04050072857807607,-0.5628623501511981,0,0.686,0,0
-0.04038038799543886,-0.5619051544205521,0,0.685,0,0
-0.04025855952820978,-0.5609465930301577,0,0.684,0,0
-0.04013524843153682,-0.5599866755717741,0,0.683,0,0
-0.04001045996056796,-0.5590254116371601,0,0.682,0,0
-0.03988419937045096,-0.5580628108180751,0,0.681,0,0
-0.0397564719163338,-0.5570988827062779,0,0.68,0,0
-0.039627282853364365,-0.5561336368935279,0,0.679,0,0
-0.03949663743669474,-0.5551670829715837,0,0.678,0,0
-0.03936454136464318,-0.5541992303890931,0,0.677,0,0
-0.039231001117966735,-0.5532300880733487,0,0.676,0,0
-0.039096023131530266,-0.5522596648337822,0,0.675,0,0
-0.03895961384019875,-0.5512879694798254,0,0.674,0,0
