":0",":1",":2"
0.01983317706159195,0.2686185893768014,0.0
0.03933926684023236,0.2647487516262761,0.0
0.05839992016843357,0.2590574362984617,0.0
0.07712564843458453,0.2523349054079747,0.0
0.09575918340417744,0.2453582788435678,0.0
0.1145738125478943,0.2388915798111855,0.0
0.1337804099185941,0.2337211682411463,0.0
0.1534213948481647,0.2306201073795101,0.0
0.1732965037666751,0.2301559705840823,0.0
0.1930494216221718,0.2324225544291266,0.0
0.2124075083415633,0.2369845444859048,0.0
0.2313353753844569,0.2431078642072558,0.0
0.2500000006763947,0.2500000002549931,0.0
0.2686646259811488,0.2568921362760281,0.0
0.287592493039636,0.2630154559094485,0.0
0.3069505797865654,0.2675774458242292,0.0
0.3267034976637463,0.2698440294831328,0.0
0.3465786065780698,0.2693798924876393,0.0
0.3662195914813676,0.266278831452245,0.0
0.3854261888196495,0.2611084197600967,0.0
0.4042408179457537,0.2546417206614152,0.0
0.4228743529119792,0.2476650940878527,0.0
0.4416000811974764,0.240942563242434,0.0
0.4606607345679865,0.2352512480151575,0.0
0.4801668244029419,0.2313814104215656,0.0
0.5000000014438634,0.23,0.0
0.5198331783680623,0.2313814108030698,0.0
0.5393392680234398,0.2352512486749969,0.0
0.5583999212262512,0.2409425640570877,0.0
0.5771256493879255,0.2476650949489697,0.0
0.5957591842547643,0.2546417214683406,0.0
0.6145738133118693,0.2611084204283166,0.0
0.6337804105772695,0.2662788319031117,0.0
0.6534213954170096,0.2693798926734765,0.0
0.6732965042312522,0.2698440293940874,0.0
0.6930494219834117,0.2675774455059059,0.0
0.7124075085155395,0.2630154554642965,0.0
0.7313353754428176,0.2568921357720906,0.0
0.7500000006248856,0.2499999997644252,0.0
0.7686646258365393,0.2431078637751487,0.0
0.7875924927939573,0.2369845441608744,0.0
0.8069505794200263,0.2324225542416914,0.0
0.8267034971897799,0.2301559705391388,0.0
0.8465786060015866,0.2306201074586626,0.0
0.8662195908051051,0.2337211683996453,0.0
0.8854261880583083,0.2388915800012268,0.0
0.9042408170745975,0.2453582790191335,0.0
0.922874351952651,0.2523349055529612,0.0
0.9416000801136555,0.2590574363932764,0.0
0.9606607333493586,0.2647487516745506,0.0
0.9801668230395538,0.2686185893907269,0.0
1.0,0.27,0.0
