"f:0","f:1",":0",":1",":2"
0.4094966646106053,-0.9123116143472029,1.0,0.3,0
0.5129161428117852,-0.8584387167661318,0.954268585863942,0.2825453845944093,0
1.321406387427321e-17,-0.8457454981410081,1.0,0.2499999999998516,0
0.27399385435061413,-0.8409164627198522,0.9576951807472893,0.2249579225438433,0
-1.2035153812278363e-19,-0.8463578097673973,1.0,0.199999999999714,0
0.6026806279970196,-0.7979824939415183,0.9166666662456743,0.2499999996032265,0
0.12024329622441074,-0.8513281739561348,0.9592997585752877,0.1704948860277815,0
0.31956347978290095,-0.8357146621804422,0.9159360737988322,0.1967072650380774,0
0.46001758834634093,-0.8879098030836369,0.8790647471592651,0.2174546151836989,0
3.041954443768937e-18,-0.8547141970780775,1.0,0.1499999999997204,0
0.12003044020713056,-0.865057675578408,0.910059655119917,0.1410881557825486,0
0.18231060826694395,-0.8837791277291146,0.8728156011377403,0.1713734823920551,0
0.0003889218829242777,-0.9999999243698834,0.8333333339983802,0.2,0
0.061572817176356605,-0.8598675482820142,0.9544592882063154,0.1234138475005987,0
-7.712661011761509e-19,-0.860648769578076,1.0,0.09999999999986023,0
0.05236052112301152,-0.8672193763826821,0.9058358391441277,0.09536359066223007,0
0.02994537957833523,-0.8636845468273484,0.9528182936011194,0.07470461604985468,0
-1.256270389432851e-18,-0.8630270883023408,1.0,0.05,0
0.0489399228239551,-0.8759841529864053,0.8633589711739011,0.1210265515315312,0
-0.03350569526551051,-0.8887063686539808,0.8235755033251437,0.1505313701783816,0
-0.21124306235289042,-0.8740343186200086,0.7845259269189709,0.1742922359828752,0
-0.45826557832305304,-0.8888153124942445,0.7876019181822315,0.2174546161318428,0
0.025603489722774257,-0.866798517762642,0.9071599453801024,0.04869949460895831,0
0.015700185429408216,-0.8695582451559372,0.8587393492936539,0.06757536779501272,0
-0.0187340590314148,-0.8731776314719573,0.8176353956698725,0.1029975019195134,0
-0.08992990864128228,-0.8693433390310641,0.7790236698485606,0.1307017360013552,0
-0.12961348503413767,-0.8552259840689241,0.7406676251201172,0.1484588170990129,0
-0.3192543687064536,-0.8254405238206027,0.7439016513349499,0.1997252858278771,0
-0.5949183532464535,-0.8037861363388469,0.750000000429317,0.2499999995953809,0
0.022753340332785768,-0.8648796640974292,0.9542798838387726,0.03255346740044907,0
0.011485799951815463,-0.8675313561779141,0.8722344674730769,0.02045868000103788,0
0.01702191719308214,-0.8667866316304726,0.9166868884367521,1.905838725537101e-05,0
-0.011409041586727614,-0.868051707086738,0.8093423644288854,0.05263992805842223,0
0.00351787926287928,-0.8681290335615933,0.8423476426535264,0.03610792712379288,0
-0.042557087889756956,-0.8662666891460832,0.7725780173793495,0.08737247550699537,0
-0.06905484831261079,-0.8611438052343654,0.7441366229955793,0.1118548715184609,0
-0.04868167455906594,-0.8546306306934688,0.7034000596790819,0.1203713975219982,0
-0.12229533631564699,-0.8423256084298965,0.7054592847257724,0.1744437258881733,0
-0.27816179239689165,-0.8208481551142529,0.7079475557972554,0.2275987836873212,0
-0.4583138966758454,-0.8887903983019882,0.7123980827515511,0.2825453832000469,0
0.007000266394505998,-0.8671955364359086,0.8790986420872404,-0.03252112665674579,0
-0.0007441511244288272,-0.8672540056811144,0.8298742496016821,0.001394068926712464,0
-0.012008400891401457,-0.8664132419999144,0.7872406026342773,0.01382076451436239,0
-0.025127546294177173,-0.8648274885710472,0.7592673107859325,0.04771279475932996,0
-0.03676291746939589,-0.8608956577356707,0.7263387925463407,0.07989593902750872,0
-0.01705472634005976,-0.8582803378569954,0.6893985001675702,0.07852878653407269,0
0.007133726426511479,-0.85537216006305,0.6602329308051883,0.1028859590346305,0
0.0047757701027280365,-0.8474464912109515,0.6646671232585368,0.1518564377578598,0
-0.00533618597651466,-0.8389256844128805,0.6677731079662228,0.2033646800199638,0
-0.014688424286639764,-0.863148414044792,0.6681532075757199,0.2555136275924853,0
3.1352878231446946e-07,-0.9999999999999528,0.6666666671430196,0.3,0
0.00012106282043651259,-0.8670646135093603,0.8333889088450267,-0.0499999725634508,0
-0.00677006601899768,-0.8666450649414037,0.7876584236377441,-0.03258579410531833,0
-0.01679606439516932,-0.865321263599847,0.7500606647171425,-5.717506733437495e-05,0
-0.022588881091784387,-0.8619921977092689,0.7124771480184092,0.03248877649576754,0
0.00035867623442688225,-0.8588431185021674,0.6667778158434089,0.04999989026085147,0
0.035021562228794,-0.8595445728916743,0.6131138590512695,0.0801369441193566,0
0.07112642645910985,-0.853895243055108,0.6181009762090205,0.1289825013099635,0
0.1346822371856868,-0.8404206125262533,0.6272648375559515,0.1796924626802834,0
0.28333355932490284,-0.8200417469358633,0.6254374490794592,0.228916335311551,0
0.4583154087256266,-0.8887896185963624,0.6209352537546264,0.2825453854701796,0
0.02282394667611965,-0.861001283892503,0.6210369729843428,0.03261810438254525,0
0.02576720893081158,-0.8633749326961181,0.574165065758634,0.04876960359737274,0
0.05655157849854565,-0.8634041146843527,0.5725187926191213,0.09978842154222603,0
0.1459126535160798,-0.8610911297220735,0.5719624168950428,0.1516339010269442,0
0.35276811777960093,-0.8235941663889558,0.5817668771735012,0.202234510956951,0
0.5949251513958821,-0.8037811046775051,0.5833333345788115,0.2500000011738278,0
0.017127504179113736,-0.8636357360952518,0.5834344417870754,9.52925984524532e-05,0
0.011352808711124198,-0.8646791797270709,0.5392407425576887,0.01838072554265339,0
0.01749371169927601,-0.8666958368367962,0.5281621197025322,0.06799438033167544,0
0.06053631927976605,-0.8727785731459026,0.5350282625413054,0.1250930370630355,0
0.19950155000677175,-0.8860583982116634,0.5364340889860411,0.1771905074792339,0
0.4583153828746922,-0.8887896319267176,0.5457314150686702,0.2174546160728637,0
0.00711678616277987,-0.8645189928391355,0.5458556666115194,-0.03245639407552353,0
0.00010057720651211478,-0.8647987415708668,0.4995354570676425,-0.007831911585618394,0
0.0006670292904311797,-0.8655585719225585,0.5012502880443401,0.03278911879209456,0
-0.015691868043498546,-0.866628204008835,0.4731856393388302,0.06589889392331164,0
0.0003420729850520526,-0.8719794495381487,0.5001872796941362,0.1039677541212298,0
0.003185318491154874,-0.888221971003648,0.5009048773509593,0.1499832578769041,0
1.4908916544025973e-08,-1.0000000000000027,0.5000000015395389,0.2,0
0.00022300142861412224,-0.864664673066439,0.5001667247995518,-0.04999975308793865,0
-0.006659236240144986,-0.8645218500901063,0.4544155351522459,-0.0326504001356599,0
-0.011033239388073214,-0.8646531827730813,0.4600446488062301,0.01765497855351659,0
-0.024856927813339036,-0.8632953689673644,0.4242551504062824,0.04658148557862524,0
-0.05303272651691455,-0.8626687494819513,0.4221166435892815,0.09596647334379568,0
-0.05927070000438662,-0.8706018852036062,0.4597619515967309,0.1193760490239828,0
-0.17598923981130377,-0.8809549727211915,0.4605303697662466,0.1701288790240289,0
-0.4583153654375941,-0.888789640918373,0.4542685871570547,0.2174546144803838,0
-0.016652548581836513,-0.8636479464315052,0.4168082185727778,-0.000133409354349061,0
-0.02252201912608116,-0.8610403361391562,0.379234161231733,0.03242400522820139,0
-0.035827349688993954,-0.8596361354994156,0.3887399056823559,0.08096230057860546,0
-0.047793206259052964,-0.8547534805811797,0.3715607239252763,0.1171861675084764,0
-0.12835684411904852,-0.8574212735032251,0.4151964905862133,0.1457939434497726,0
-0.3271680634829558,-0.8215970210635382,0.4084325156196899,0.2023819144217115,0
-0.5949251504620692,-0.8037811053686762,0.41666666726645,0.2499999994347213,0
0.0003428670795701853,-0.858853302247493,0.3335556325145944,0.04999956104688023,0
0.008734944623594405,-0.8555838518267465,0.3254034655526612,0.1022998323356206,0
0.006662488705479645,-0.8495511839882746,0.3302277704430543,0.1418296119713102,0
-0.0908124052756476,-0.8418991373010163,0.3607305464307936,0.1763200143724852,0
-0.1817666811401921,-0.8321340276549241,0.3653404592340054,0.2147092594395671,0
-0.39568986862590433,-0.8066885532247203,0.3813240590075347,0.245126232072106,0
-0.45831542124339064,-0.8887896121414187,0.3790647480813442,0.2825453841565643,0
-0.015248482844164782,-0.8578112748550563,0.353396897526324,0.07929515463772316,0
0.03611887577140513,-0.8603775380960893,0.2783450335535701,0.0812249175573343,0
0.022819400895851324,-0.8619513758953602,0.2877941080918778,0.032682679422097,0
0.06790452065460095,-0.8533483426890003,0.2901093484538878,0.1318898480637321,0
0.10780471612105125,-0.840556353058506,0.3033347678526527,0.1814521975762369,0
0.015275240693692967,-0.8391771789303043,0.3307356838405525,0.2131518262700584,0
-0.07290853804358767,-0.8571759282312017,0.3410829007299946,0.2516681264655727,0
-3.358015246408001e-07,-0.9999999999999453,0.3333333348460722,0.2999999999999999,0
0.025417375026176425,-0.8648062568725096,0.2409961626307341,0.04767344773792326,0
0.01713935574802238,-0.8653009590546757,0.2501819946194218,0.0001715253753510955,0
0.043914103515054044,-0.8662551456418794,0.2277522263628168,0.08870542022025851,0
0.07574230561824917,-0.8611363295711187,0.2539463602397779,0.1164959137680585,0
0.15630069942819316,-0.8528516358298085,0.258112747193367,0.1586686407616115,0
0.33568644025512806,-0.820544913735054,0.2582734819790526,0.2040868870487066,0
0.27426077986831127,-0.8226394873388505,0.2958590097732973,0.2334947223374593,0
